segment,company_name,parent_company,hq_city,hq_state,hq_country,year_founded,ownership,primary_specialty,secondary_lines,glass_types,frame_materials,market_segment,custom_capabilities,max_dimensions,moq,num_plants,plant_locations,typical_lead_time,trade_assoc_memberships,product_certifications,years_in_business,warranty_terms,notable_projects,pricing_tier,public_price_list,sales_model,quote_turnaround,main_phone,sales_email,cs_email,hq_address,website,contact_form_url,accepting_new_customers,preferred_contact_method,response_time_reputation,linkedin_url,linkedin_followers,linkedin_last_post_recency,facebook_url,instagram_url,youtube_url,twitter_url,recent_trade_show,ceo_president,vp_sales_or_commercial,red_flags
architectural_glass,Tecnoglass Inc.,independent,Miami,FL,USA,1984,public (NYSE: TGLS),architectural glass and aluminum manufacturer,vinyl and aluminum windows; curtainwall,"laminated;IGU;tempered;monolithic;hurricane-impact;low-E;digitally printed",aluminum; vinyl,commercial architectural; high-rise; residential,vertically integrated 5.8M sqft Barranquilla complex,not available,not available,2,"Miami FL HQ;Barranquilla Colombia (main mfg)",not available,NGA,"Miami-Dade NOA;SGCC;IGCC",41,not available,"Salesforce Tower SF;One Thousand Museum Miami;Via 57 West NYC;Hub50House Boston",mid,no,direct,not available,(305) 577-4447,not available,not available,"2600 S Douglas Rd, Coral Gables, FL 33134",https://www.tecnoglass.com,https://www.tecnoglass.com/contact/,yes,contact form,not available,https://www.linkedin.com/company/tecnoglass,not available,not available,https://www.facebook.com/TecnoglassInc/,not available,not available,not available,not available,Jose Manuel Daes (CEO); Christian Daes (COO),not available,Dec 2021 Hindenburg Research short report (cartel/related-party/accounting allegations); Aug 2025 Culper Research short alleging Sinaloa cartel ties; executives filed Sept 2025 defamation lawsuit; SEC investigations/securities class actions referenced
architectural_glass,Hartung Glass Industries,independent (Sciola family),Tukwila,WA,USA,1924,private (family-owned),architectural glass fabricator (largest independent NA),IGUs; laminated; oversized; coated,"tempered;laminated;IGU;low-E;heat-strengthened;oversized;back-painted",not applicable,commercial architectural; residential,oversized glazing; specialty laminates,not available,not available,10,"Tukwila WA HQ;Renton WA;Phoenix AZ;Salt Lake UT;Las Vegas NV;Burnaby BC;Coquitlam BC;Langley BC;Seattle (NWI);Portland OR",not available,NGA,"SGCC;IGCC",101,not available,not available,mid,no,direct (regional),not available,1-800-242-8488,not available,not available,"17830 W Valley Hwy, Tukwila, WA 98188",https://www.hartung-glass.com,https://www.hartung-glass.com/locations-and-contact/,yes,phone,not available,https://www.linkedin.com/company/hartung-glass,not available,not available,not available,not available,not available,not available,GlassBuild America 2025,Nick David Sciola (CEO); Nick Sciola Sr (Executive Chairman),not available,acquired NWI Seattle 2021 (former parent Apogee planned closure)
architectural_glass,Bendheim,independent (Jayson family),Wayne,NJ,USA,1927,private (3rd-gen family-owned),specialty architectural glass,channel glass; restoration glass; back-painted; cast/textured,"cast;textured;back-painted;laminated;restoration glass;channel glass (Bendheim Wall System);bird-safe",not applicable,commercial architectural; interior design; historic restoration,Bendheim Wall System channel glass; restoration mouth-blown,not available,not available,1,Wayne NJ (~140000 sqft),not available,NGA,not available,98,not available,not available,premium,no,direct + distributor,not available,800-221-7379,contact@bendheim.com,contact@bendheim.com,"82 Totowa Road, Wayne, NJ 07470",https://bendheim.com,https://bendheim.com/contact/,yes,email,not available,https://www.linkedin.com/company/bendheim,not available,not available,https://www.facebook.com/BendheimGlass/,not available,not available,not available,not available,Donald Jayson (President); Robert Jayson; Steven Jayson,not available,none identified
architectural_glass,Technical Glass Products (TGP),Allegion plc (NYSE: ALLE),Snoqualmie,WA,USA,1980,public (subsidiary),fire-rated glass and framing,specialty architectural glazing,"fire-rated ceramic (FireLite);Pilkington Pyrostop fire-rated;laminated;tempered;decorative",steel; aluminum,commercial architectural; institutional; healthcare,Fireframes framing systems; sole NA supplier of Pyrostop,not available,not available,2,"Snoqualmie WA HQ (glass);Perrysburg OH (frames)",not available,NGA,"UL;Intertek",46,not available,not available,premium,no,direct + distributor,not available,(800) 426-0279,not available,sales@tgpamerica.com,"8107 Bracken Place SE, Snoqualmie, WA 98065",https://www.tgpamerica.com,https://www.fireglass.com/contact/,yes,phone,not available,https://www.linkedin.com/company/technical-glass-products,not available,not available,not available,not available,not available,not available,GlassBuild America 2025,not available (Allegion CEO John Stone),not available,none identified
architectural_glass,SAFTI FIRST (O'Keeffe's Inc.),O'Keeffe's Inc.,Brisbane,CA,USA,1981,private (family-owned),fire-rated glass and framing,fire-rated walls/doors/floors; bullet-resistant,"fire-rated (up to 2 hr);bullet-resistant;laminated;clear ceramic;tempered",steel; aluminum,commercial architectural; institutional; government,USA-manufactured fire-rated systems; UL/Intertek listed,not available,not available,2,"Brisbane CA HQ;Merced CA (manufacturing)",not available,NGA,"UL;Intertek/Warnock-Hersey;GSA Schedule 56",44,not available,not available,premium,no,direct,not available,1-888-653-3333,info@safti.com,info@safti.com,"100 N Hill Drive Suite 12, Brisbane, CA 94005",https://safti.com,https://safti.com/contact/,yes,contact form,not available,https://www.linkedin.com/company/saftifirst,not available,not available,https://www.facebook.com/fireratedglass/,https://www.instagram.com/saftifirst/,not available,not available,GlassBuild America 2025,William (Bill) O'Keeffe (Owner/President); Catherine Masuda (CEO),not available,none identified
architectural_glass,Standard Bent Glass (SBG),independent,East Butler,PA,USA,1936,private,bent and architectural glass fabricator,curved laminated; curved tempered; bullet-resistant; transparent armor,"flat laminated;curved laminated;curved tempered;compound curved;decorative laminated;bullet-resistant;transparent armor",not applicable,commercial architectural; security/defense,curved/bent specialty; SBG Defense transparent armor,not available,not available,1,East Butler PA (~180000 sqft),not available,NGA,not available,89,not available,not available,premium,no,direct,not available,(724) 282-2511,sales@standardbent.com,not available,"136 Lincoln Ave, East Butler, PA 16029",https://standardbent.com,https://standardbent.com/about/contact-us/,yes,phone,not available,https://www.linkedin.com/company/standard-bent-glass,not available,not available,https://www.facebook.com/StandardBentGlass/,not available,not available,not available,GlassBuild America 2025,not available,not available,none identified
architectural_glass,Glasswerks,independent,South Gate,CA,USA,1986,private,architectural and tempered glass fabricator,laminated; back-painted; storefront,"tempered;laminated;IGU;back-painted;low-E;decorative",not applicable,commercial architectural; residential (West Coast),acquired Northwestern Industries (Seattle) 2021,not available,not available,3,"South Gate CA HQ;San Diego CA;Las Vegas NV;Seattle WA (NWI acquired)",not available,NGA,"SGCC",39,not available,not available,mid,no,direct,not available,(888) 789-7810,glasswerks@glasswerks.com,glasswerks@glasswerks.com,"8600 Rheem Ave, South Gate, CA 90280",https://glasswerks.com,https://glasswerks.com/contact-us/,yes,email,not available,https://www.linkedin.com/company/glasswerks-la,not available,not available,not available,not available,not available,not available,GlassBuild America 2025,not available,not available,none identified
architectural_glass,Goldray Glass,independent,Calgary,AB,Canada,1985,private,architectural decorative glass,laminated decorative; ceramic frit; back-painted; smart glass,"decorative laminated;back-painted;etched;ceramic frit;dichroic;metal mesh;smart glass;bird-friendly",not applicable,commercial architectural; interior design,custom decorative interlayers; large format laminating,not available,not available,not available,"Calgary AB HQ;Burnaby BC",not available,NGA,not available,40,not available,not available,premium,no,direct,not available,1-800-640-3709,info@goldrayglass.com,info@goldrayglass.com,"3320 47 Ave SE, Calgary, AB T2B 3P7",https://goldrayglass.com,https://goldrayglass.com/contact/,yes,contact form,not available,https://ca.linkedin.com/company/goldray-glass,not available,not available,not available,https://www.instagram.com/goldrayglass/,not available,not available,not available,Michael Saroka (CEO),not available,none identified
architectural_glass,Walker Glass Company,Ironbridge Equity Partners,Montreal,QC,Canada,1942,private (PE-owned),acid-etched glass and mirror,bird-friendly glazing; satin mirror,"acid-etched;mirror;bird-friendly (AviProtek;AviProtek E;AviProtek T);Starphire mirror",not applicable,commercial architectural; interior design,Walker Textures acid-etched line; anti-slip Traction,not available,not available,1,"Montreal QC (9551 Ray Lawson Blvd)",not available,NGA,"LEED contributing",83,not available,Tour des Canadiens (Montreal),premium,no,direct + distributor,not available,1-888-320-3030,not available,info@walkerglass.com,"9551 Ray Lawson Blvd, Montreal, QC H1J 1L5",https://www.walkerglass.com,https://www.walkerglass.com/about-us/contact/,yes,email,not available,https://ca.linkedin.com/company/walker-glass,not available,not available,not available,not available,not available,not available,not available,Randy Brooks (President & CEO from Sept 2025); Lee Harrison (retired),Charles Alexander (VP Sales & Marketing),none identified
architectural_glass,Prelco Group,independent,Rivi̬re-du-Loup,QC,Canada,1954,private,architectural and specialty glass fabricator,IGUs; spandrel; tempered; laminated; silk-screen; bent,"IGU;tempered;laminated;heat-strengthened;bent;silk-screen;spandrel;safety/security",not applicable,commercial architectural; transportation; defense,specialty vehicle (rail/land/water) glazing; security glass,not available,not available,6,"Rivi̬re-du-Loup QC HQ;Montreal QC;5 other NA plants",not available,NGA,"ISO 9001;SGCC;IGCC",71,not available,not available,mid,no,direct,not available,1-800-463-1325,prelco@prelco.ca,prelco@prelco.ca,"94 Boulevard Cartier, Rivi̬re-du-Loup, QC G5R 2M9",https://www.prelco.ca,https://www.prelco.ca/en/contact/,yes,phone,not available,https://ca.linkedin.com/company/prelco,not available,not available,not available,not available,not available,not available,not available,Dominic Lavoie (President & CEO),not available,none identified
architectural_glass,Pulp Studio Inc.,independent,Los Angeles,CA,USA,1997,private,decorative architectural glass,laminated decorative; bent laminated; back-painted; LED-lit panels,"decorative laminated;bent laminated;back-painted;screen-printed;DermaGlass thin glass;digital print",not applicable,commercial architectural; interior design,patented LED uniform illumination panels; hand-color coating; laser etching,not available,not available,1,"Los Angeles CA (3211 La Cienega Blvd)",not available,NGA,not available,29,not available,"Seattle Space Needle;Wilshire Grand LA;Aquarium of the Pacific Long Beach",premium,no,direct,not available,(310) 815-4999,sales@pulpstudio.com,not available,"3211 La Cienega Blvd, Los Angeles, CA 90016",https://www.pulpstudio.com,https://www.pulpstudio.com/contact/,yes,email,not available,https://www.linkedin.com/company/pulp-studio-inc,not available,not available,https://www.facebook.com/PulpStudioInc/,not available,not available,not available,not available,not available (founder Bernard Lax died Aug 2021),not available,founder Bernard Lax died Aug 2021; succession in place
architectural_glass,GGI (General Glass International),independent (Balik family),Secaucus,NJ,USA,1900,private (5th-gen family-owned),custom glass fabricator and specialty distributor,decorative; digital printing; back-painted; structural,"laminated;tempered;IGU;back-painted;digitally printed;decorative;low-E",not applicable,commercial architectural; institutional,Alice digital ceramic print; specialty interlayer laminating,not available,not available,not available,"Secaucus NJ HQ (101 Venture Way)",not available,NGA,"SGCC;IGCC",125,not available,not available,premium,no,direct + distributor,not available,(201) 553-1850,info@generalglass.com,info@generalglass.com,"101 Venture Way, Secaucus, NJ 07094",https://www.generalglass.com,https://www.generalglass.com/contact/,yes,email,not available,https://www.linkedin.com/company/general-glass-international,not available,not available,not available,https://www.instagram.com/generalglassint/,not available,not available,GlassBuild America 2025,David Balik (President & CEO),Stephen Balik (VP),none identified
architectural_glass,Skyline Design,independent,Chicago,IL,USA,1983,private,architectural decorative glass,patterned; printed; switchable; acoustic; sustainable,"patterned;printed;textured;painted;switchable/dynamic;acoustic;eco-etch",not applicable,commercial architectural; hospitality; healthcare; transportation,sustainable eco-etch process; in-house design,not available,not available,1,Chicago IL (Humboldt Park),not available,NGA,not available,42,not available,not available,premium,no,direct,not available,(773) 278-4660,info@skyline.glass,info@skyline.glass,"1240 N Homan Ave, Chicago, IL 60651",https://skyline.glass,https://skyline.glass/contact/,yes,contact form,not available,https://www.linkedin.com/company/skyline-design,not available,not available,not available,not available,not available,not available,not available,Vipul Bhagat (President),not available,founder Charlie Rizzo recently passed leadership
architectural_glass,Tristar Glass,independent,Catoosa,OK,USA,2005,private,fully-integrated architectural glass fabricator,annealed; tempered; laminated; IG,"annealed;tempered;laminated;IGU;low-E;heat-strengthened",not applicable,commercial architectural; interior,LiSEC automated fab; multi-region service,not available,not available,4,"Catoosa OK HQ;additional OK and TX locations",not available,NGA,"SGCC;IGCC",20,not available,not available,mid,no,direct,not available,(866) 655-1624,sales@tristarglass.com,not available,"1120 W Main Pkwy, Catoosa, OK 74015",https://www.tristarglass.com,https://www.tristarglass.com/contact,yes,phone,not available,https://www.linkedin.com/company/tristarglass,not available,not available,https://www.facebook.com/TristarGlass/,https://www.instagram.com/tristar.glass/,not available,not available,GlassBuild America 2025,Tim Kelley (Founder/Owner),not available,none identified
architectural_glass,GlasPro Inc.,independent (Green family),Santa Fe Springs,CA,USA,1988,private (family-owned),architectural and decorative glass fabricator,structural; bird-safe; back-painted; writable glassboards,"tempered;laminated;IGU;back-painted;decorative;bird-safe;digital print",not applicable,commercial architectural; interior design,bird-safe glass; railings/canopies; digital print on glass,not available,not available,1,Santa Fe Springs CA (~75000 sqft),not available,NGA,"SGCC",37,not available,not available,mid,no,direct,not available,1-800-776-2368,info@glas-pro.com,not available,"9401 Ann Street, Santa Fe Springs, CA 90670",https://glas-pro.com,https://glas-pro.com/contact/,yes,email,not available,https://www.linkedin.com/company/glas-pro,not available,not available,not available,not available,not available,not available,GlassBuild America 2025,S. Joseph (Joe) Green (President),not available,founder Stan Green died (year not specified)
architectural_glass,Glassopolis (Proscience Inc.),National Guard Products (NGP),Toronto,ON,Canada,1912,private (subsidiary post-2025 acquisition),specialty fire-rated and technical glass distributor/fabricator,bullet-resistant; lead x-ray; high-temp; security,"fire-rated glass-ceramic (PROTECT3);SCHOTT PYRAN Platinum;bullet-resistant;forced-entry;lead x-ray;high-temp",not applicable,commercial architectural; institutional; government,large NA technical glass inventory; 48-hr ship,not available,not available,not available,"Toronto ON HQ (92 Railside Rd);US warehouses",not available,NGA,"UL;ULC;cUL",113,not available,not available,premium,no,direct,not available,1-888-452-7711,info@glassopolis.com,info@glassopolis.com,"92 Railside Road, Toronto, ON M3A 1A3",https://glassopolis.com,https://glassopolis.com/contact-us/,yes,email,not available,https://ca.linkedin.com/company/glassopolis,not available,not available,not available,not available,not available,not available,not available,Jordan Richards (President); Lewie Smith (NGP CEO),Bruce Cooke (VP Sales),none identified - acquired by NGP 2025 with continuity
fenestration,Andersen Corporation,not available,Bayport,MN,USA,1903,private (employee-owned/ESOP),residential windows and doors,patio doors;storm doors;Renewal by Andersen replacement,"insulating glass;Low-E;HeatLock;SmartSun;tempered;laminated","wood;Fibrex composite;vinyl;aluminum-clad wood",residential;light commercial,yes,not available,not available,not available,"Bayport MN;Cottage Grove MN;North Branch MN;Menomonie WI;Dubuque IA;Goodyear AZ;Locust NC",not available,"FGIA;WDMA;NFRC;Energy Star Partner","NFRC;Energy Star;AAMA",122,"limited lifetime on most components (20-year glass)",not available,premium,no,dealer network;direct retail (Renewal by Andersen),not available,1-800-426-4261,not available,not available,"100 4th Avenue North, Bayport, MN 55003",https://www.andersenwindows.com,https://www.andersenwindows.com/support/contact-us,yes,phone;dealer,not available,https://www.linkedin.com/company/andersen,"71,889",active (within 30 days),https://www.facebook.com/AndersenWindows,https://www.instagram.com/andersenwindows,https://www.youtube.com/user/AndersenWindows,not available,not available,Chris Galvin (CEO and Chairman),not available,none identified
fenestration,Pella Corporation,not available,Pella,IA,USA,1925,private (ESOP/employee-owned),residential windows and doors,patio doors;entry doors;commercial windows,"insulating glass;Low-E;NaturalSun;AdvancedComfort Low-E;impact-resistant","wood;fiberglass;vinyl;aluminum-clad wood",residential;light commercial,yes,not available,not available,~20,"Pella IA;Sioux Center IA;Shenandoah IA;Carroll IA;Ottumwa IA;Macomb IL;Murray KY;Story City IA",not available,"FGIA;WDMA;NFRC;Energy Star Partner","NFRC;Energy Star;AAMA",100,"limited lifetime on most components",not available,mid-premium,no,dealer network;showrooms;big-box (select lines),not available,1-877-473-5527,not available,not available,"102 Main Street, Pella, IA 50219",https://www.pella.com,https://www.pella.com/contact,yes,phone;dealer,not available,https://www.linkedin.com/company/pella,"45,028",active (within 30 days),https://www.facebook.com/Pella,https://www.instagram.com/pellawindowsdoors,https://www.youtube.com/user/PellaWindowsDoors,not available,not available,Tim Yaggi (President & CEO; Emily Videtto incoming July 2026),not available,none identified
fenestration,Marvin,not available,Warroad,MN,USA,1912,private (family-owned 4th generation),residential windows and doors,patio doors;Infinity fiberglass;Marvin Modern;skylights,"insulating glass;Low-E;Low-E2;Low-E3;tempered;laminated","wood;Ultrex fiberglass;aluminum-clad wood;extruded aluminum",residential;light commercial,yes,not available,not available,16,"Warroad MN;Fargo ND;West Fargo ND;Grafton ND;Baker City OR;Ripley TN;Roanoke VA;Kansas City KS","6-8 weeks typical","FGIA;WDMA;NFRC;Energy Star Partner","NFRC;Energy Star;AAMA",114,"limited lifetime on most components (20-year IGU)",not available,premium,no,dealer network;architect-direct;showrooms,not available,1-888-537-7828,not available,not available,"2020 Silver Bay Road, Warroad, MN 56763",https://www.marvin.com,https://www.marvin.com/contact-us,yes,phone;dealer,not available,https://www.linkedin.com/company/themarvinbrand,"31,578",active (within 30 days),https://www.facebook.com/MarvinWindowsandDoors,https://www.instagram.com/marvinwindowsanddoors,https://www.youtube.com/user/MarvinWindowsDoors,not available,not available,Paul Marvin (CEO and Chair),not available,none identified
fenestration,JELD-WEN Inc.,JELD-WEN Holding Inc. (NYSE:JELD),Charlotte,NC,USA,1960,public (NYSE:JELD),residential and commercial windows and doors,interior doors;exterior doors;patio doors;vinyl/wood/clad windows,"insulating glass;Low-E;tempered;laminated","vinyl;wood;aluminum-clad wood;fiberglass;steel;composite",residential;commercial,yes,not available,not available,~120 globally (16 countries),"Charlotte NC HQ;Klamath Falls OR;Chiloquin OR;Grinnell IA;Hawkins WI;Dodson LA;multiple US plants",not available,"FGIA;WDMA;NFRC;Energy Star Partner","NFRC;Energy Star;AAMA",66,"limited warranty varies by product line (typically 10-20 years)",not available,mid,no,dealer network;big-box retail;builder direct,not available,1-800-535-3936,not available,not available,"2645 Silver Crescent Drive, Charlotte, NC 28273",https://www.jeld-wen.com,https://www.jeld-wen.com/en-us/contact-us,yes,phone;dealer,not available,https://www.linkedin.com/company/jeld-wen,not available,active (within 30 days),https://www.facebook.com/JeldWenWindowsandDoors,https://www.instagram.com/jeldwenwindowsdoors,https://www.youtube.com/user/JELDWENinc,not available,not available,Bill Christensen (CEO),not available,"multiple 2024-2025 plant closures and layoffs (Vista CA;Hawkins WI;Wedowee AL;Grinnell IA ~298 jobs;Chiloquin OR ~128 jobs;Coppell TX 56 jobs);Steves & Sons antitrust case forced divestiture of Towanda PA plant Jan 2025"
